X,Y,OBJECTID,SchoolCode,OrganizationId,SchoolName,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
1281177.361,441615.9145,7112,3555,101866,White Pass Elementary School,,34801,113,Capital Region ESD 113,21303,White Pass School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"127 Kindle Road, Randle, Washington, 98377-9209","PO Box 188, Randle, Washington, 98377-0278",Greg  Teel,gteel@whitepass.k12.wa.us,360.497.7300,46.53544699,-121.9275702,Lewis,3,20
1038005.064,431030.1528,7116,4369,101840,Winlock Middle School,,34801,113,Capital Region ESD 113,21232,Winlock School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"241 NORTH MILITARY ROAD, WINLOCK, Washington, 98596-0000","241 NORTH MILITARY ROAD, WINLOCK, Washington, 98596-0000",Brian   Maley,bmaley@winlock.wednet.edu,360.785.3046,46.490282,-122.892147,Lewis,3,20
1018449.154,517434.0027,7157,5359,105786,Futurus High School,,34801,113,Capital Region ESD 113,21401,Centralia School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"906 Johnson Road, Centralia, Washington, 98531","906 Johnson Road, Centralia, Washington, 98531",James RM Bowers,jbowers@centralia.wednet.edu,360-827-6430,46.72544545,-122.9805384,Lewis,3,20
1023417.309,489479.6481,7165,5369,105797,Lewis County Alternative School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,6,12,6,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"1265 SW Pacific Ave, Chehalis, Washington, 98532","1265 SW Pacific Ave, Chehalis, Washington, 98532",Tim  Touhey,ttouhey@chehalisschools.org,360.740.3521,46.64925537,-122.9572653,Lewis,3,20
1140644.938,443421.8905,7166,5415,105921,Mossyrock Academy,,34801,113,Capital Region ESD 113,21206,Mossyrock School District,7,12,7,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"545 Williams St  , Mossyrock, Washington, 98564","P O Box 478, Mossyrock, Washington, 98564",Lori  Cournyer,lcournyer@mossyrockschools.org,360.983.3183,46.53206,-122.486,Lewis,3,20
1022144.098,489756.0222,7303,2027,101855,Green Hill Academic School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,9,12,9,12, Institution,I,Institution,High School,"375 SW 11th Street, Chehalis, Washington, 98532-0000","375 SW 11th Street, Chehalis, Washington, 98532-0000",Tim  Touhey,ttouhey@chehalisschools.org,360.740.3520,46.649904,-122.962367,Lewis,3,20
1027161.274,486219.505,7327,5510,106141,Orin C Smith Elementary School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"1240 Bishop Rd, Chehalis, Washington, 98532","1240 Bishop Rd, Chehalis, Washington, 98532",Rachel  Dorsey,rdorsey@chehalisschools.org,360.807.7225,46.64063872,-122.9419623,Lewis,3,20
1027168.301,486365.2318,7328,5509,106140,James W Lintott Elementary School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"1220 Bishop Rd, Chehalis, Washington, 98532","1220 Bishop Rd, Chehalis, Washington, 98532",Robert  Hunt,rhunt@chehalisschools.org,360.807.7200,46.64103873,-122.9419523,Lewis,3,20
1020556.954,493714.7112,7412,5317,105632,Lewis County Jail,,34801,113,Capital Region ESD 113,21302,Chehalis School District,9,12,9,12, Institution,I,Institution,High School,"345 NW North Street , Chehalis, Washington, 98532","345 NW North Street , Chehalis, Washington, 98532",Tim   Touhey,ttouhey@chehalisschools.org,360.740.3521,46.6606179,-122.9691773,Lewis,3,20
1020529.213,494149.9925,7413,1559,101854,Lewis County Juvenile Detention,,34801,113,Capital Region ESD 113,21302,Chehalis School District,5,12,5,12, Detention Center,J,Juvenile Detention Center,Other,"1255 SW Pacific St, CHEHALIS, Washington, 98532-0000","360 NW North St Juv:01, Chehalis, Washington, 98532-0000",Tim  Touhey,ttouhey@chehalisschools.org,360.740.3521,46.66180854,-122.969342,Lewis,3,20
1018275.273,518032.135,7478,5463,106014,Early Learning Center,,34801,113,Capital Region ESD 113,21401,Centralia School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"2320 Borst Ave, Centralia, Washington, 98531","PO BOX 610, Centralia, Washington, 98531",Kate  Pothier,kpothier@centralia.wednet.edu,360.330.7600,46.72706977,-122.9813064,Lewis,3,20
846207.3056,505499.5816,5155,3444,102005,Willapa Elementary,,34801,113,Capital Region ESD 113,25160,Willapa Valley School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"845 Willapa 4th Street, Raymond, Washington, 98577-9308","PO Box 128, Menlo, Washington, 98561-0128",Lori  Snodgrass,loris@willapavalley.org,360.942.3311,46.675842,-123.664905,Pacific,3,19
848830.7803,486554.6189,5156,2542,102003,Willapa Valley Middle-High,,34801,113,Capital Region ESD 113,25160,Willapa Valley School District,6,12,6,12," Public School, Regular School",P,Public School,Other,"22 Viking Way, Raymond, Washington, 98561","PO Box 128, Menlo, Washington, 98561-0128",Ned  Floeter,nedf@willapavalley.org,360.942.2006,46.624222,-123.651447,Pacific,3,19
807206.0066,397919.2669,5378,2868,101998,Naselle Elementary,,6801,112,Educational Service District 112,25155,Naselle-Grays River Valley School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"793 SR 4, NASELLE, Washington, 98638-0000","793 SR 4, NASELLE, Washington, 98638-0000",Justin  Laine,jlaine@naselleschools.org,360.484.7121,46.376701,-123.802208,Pacific,3,19
743784.976,390471.6824,5392,5179,104956,Ocean Beach Early Childhood Center,,6801,112,Educational Service District 112,25101,Ocean Beach School District,PK,PK,-1,-1," Public School, Regular School",P,Public School,PK Only,"305 Fifth Street SE, Long Beach, Washington, 98631","PO Box 758, Long Beach, Washington, 98631",Amy  Huntley,amy.huntley@oceanbeachschools.org,360.642.3739,46.34874311,-124.0519032,Pacific,3,19
831158.9243,509779.3936,5428,1672,101985,Developmental Preschool,,34801,113,Capital Region ESD 113,25116,Raymond School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"921 Commercial St, Raymond, Washington, 98577-0000","1016 Commercial Street, Raymond, Washington, 98577-0000",Chris  Cady,ccady@raymondk12.org,360.942.2435,46.685897,-123.725503,Pacific,3,19
814422.9174,501706.1621,5464,2804,101994,Mike Morris Elementary,,34801,113,Capital Region ESD 113,25118,South Bend School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"500 E. 1st, SOUTH BEND, Washington, 98586-0437","PO BOX 437, SOUTH BEND, Washington, 98586-0437",KRESTA L BYINGTON,kbyington@southbendschools.org,360.875.5615,46.661883,-123.79079,Pacific,3,19
746192.8685,377625.1845,5762,4220,101983,Ilwaco High School,,6801,112,Educational Service District 112,25101,Ocean Beach School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"404 School Rd, Ilwaco, Washington, 98624","PO Box F, Ilwaco, Washington, 98624-0256",David  Tobin,david.tobin@oceanbeachschools.org,360.642.3731,46.313847,-124.040095,Pacific,3,19
831158.9243,509779.3936,6331,2803,101990,Raymond Elementary School,,34801,113,Capital Region ESD 113,25116,Raymond School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"921 COMMERCIAL STREET, RAYMOND, Washington, 98577-0000","1016 COMMERCIAL STREET, Raymond, Washington, 98577",Mike  Scott,mscott@raymondk12.org,360.942.2435,46.685897,-123.725503,Pacific,3,19
831297.8951,509517.1218,6332,2357,101989,Raymond Jr Sr High School,,34801,113,Capital Region ESD 113,25116,Raymond School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"1016 COMMERCIAL STREET, RAYMOND, Washington, 98577-0000","1016 COMMERCIAL ST, RAYMOND, Washington, 98577-2699",Dave  Vetter,dvetter@raymondk12.org,360.942.3415,46.685194,-123.724907,Pacific,3,19
814199.0002,501699.8159,6494,2214,101993,South Bend High School,,34801,113,Capital Region ESD 113,25118,South Bend School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"400 E. 1st, South Bend, Washington, 98586-0437","PO BOX 437, SOUTH BEND, Washington, 98586-0437",JASON  NELSON,jnelson@southbendschools.org,360.875.5707,46.66184,-123.79168,Pacific,3,19
743819.0205,390659.5607,6742,3531,101980,Long Beach Elementary School,,6801,112,Educational Service District 112,25101,Ocean Beach School District,K,2,0,2," Public School, Regular School",P,Public School,Elementary School,"400 Washington Ave S, Long Beach, Washington, 98631","Long Beach School PO Box 758, Long Beach, Washington, 98631-0000",Annie  Fletcher,annie.fletcher@oceanbeachschools.org,360.642.3242,46.349262,-124.051802,Pacific,3,19
807206.0066,397919.2669,6931,3295,101999,Naselle Jr Sr High Schools,,6801,112,Educational Service District 112,25155,Naselle-Grays River Valley School District,6,12,6,12," Public School, Regular School",P,Public School,Other,"793 SR 4, NASELLE, Washington, 98638-0000","793 State Route 4, NASELLE, Washington, 98638-0000",Justin  Laine,jlaine@naselleschools.org,360.484.7121,46.376701,-123.802208,Pacific,3,19
893032.5771,540122.0203,6966,2292,102008,North River School,,34801,113,Capital Region ESD 113,25200,North River School District,PK,12,-1,12," Public School, Regular School",P,Public School,PK-12,"2867 North River Rd, Cosmopolis, Washington, 98537-0000","2867 North River Rd, Cosmopolis, Washington, 98537-0000",Dave  Pickering,,(360) 532-3079,46.775711,-123.483708,Pacific,3,19
746386.0118,441388.7007,6992,4039,101982,Ocean Park Elementary,,6801,112,Educational Service District 112,25101,Ocean Beach School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"25701 Vernon Ave, OCEAN PARK, Washington, 98640-0000","PO Box 1220, Ocean Park, Washington, 98640",Sheena  Burke,sheena.burke@oceanbeachschools.org,360.665.4815,46.488549,-124.050687,Pacific,3,19
746547.2418,376550.5653,7146,2517,101979,Hilltop School,,6801,112,Educational Service District 112,25101,Ocean Beach School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"314 Brumbach St NE, Ilwaco, Washington, 98624","PO Box F, Ilwaco, Washington, 98624-0256",Kara  Powell,kara.powell@oceanbeachschools.org,360.642.1234,46.31094667,-124.0385033,Pacific,3,19
814196.722,501777.6557,7274,5243,105411,Pacific Virtual Learning,,34801,113,Capital Region ESD 113,25118,South Bend School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"400 East 1st St., South Bend, Washington, 98586","PO Box 437, South Bend, Washington, 98586",Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041,46.662053,-123.791702,Pacific,3,19
801850.1381,403972.85,7352,3599,102000,Naselle Youth Camp School,,6801,112,Educational Service District 112,25155,Naselle-Grays River Valley School District,7,12,7,12, Institution,I,Institution,Other,"11-S YOUTH CAMP LANE, NASELLE, Washington, 98638-8600","11-S YOUTH CAMP LANE, NASELLE, Washington, 98638-8600",Gary  Flood,gflood@naselleschools.org,360.484.3269 ext. 249,46.39267,-123.82442,Pacific,3,19
809508.9935,502066.5377,7464,5247,105415,Pacific County Jail,,34801,113,Capital Region ESD 113,25118,South Bend School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"500 East 1st St, South Bend, Washington, 98586","PO Box 437, South Bend, Washington, 98586",Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041,46.66230665,-123.8104045,Pacific,3,19
743678.8712,390488.835,7579,5647,106429,Ocean Beach Options Academy,,6801,112,Educational Service District 112,25101,Ocean Beach School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"500 Washington Ave S, Long Beach, Washington, 98631","PO Box 778, Long Beach, Washington, 98631",Amy  Huntley,amy.huntley@oceanbeachschools.org,360.642.1100,46.348777,-124.052326,Pacific,3,19
1305628.207,146254.7171,5163,3800,102427,Wind River Middle School,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"411 Hot Springs Avenue, Carson, Washington, 98610","P.O. Box 850, Stevenson, Washington, 98648-0850",Benton  Dorman,dormanb@scsd303.org,509.427.8952,45.72677069,-121.8109204,Skamania,3,14
1286808.052,135170.2675,5475,1765,102423,Preschool,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"235 NW Vancouver Ave, Stevenson, Washington, 98648","PO Box 850, Stevenson, Washington, 98648-0850",Karen  Schreiber,schreiberk@scsd303.org,509.427.5672,45.695497,-121.883837,Skamania,3,14
1196833.958,105799.7268,6023,4549,100584,Canyon Creek Middle School,,6801,112,Educational Service District 112,6112,Washougal School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"9731 Washougal River Rd, Washougal, Washington, 98671-7832","9731 Washougal River Rd, Washougal, Washington, 98671-7832",Brian  Amundson,brian.amundson@washougalsd.org,360.954.3500,45.610096,-122.233317,Skamania,3,14
1196833.958,105799.7268,6026,3270,100582,Cape Horn Skye Elementary,,6801,112,Educational Service District 112,6112,Washougal School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"9731 Washougal River Rd, Washougal, Washington, 98671-7832","9731 Washougal River Rd, Washougal, Washington, 98671-7832",Penny  Andrews,penny.andrews@washougalsd.org,360.954.3601,45.610096,-122.233317,Skamania,3,14
1305039.77,146161.0421,6037,2882,102425,Carson Elementary,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"351 Hot Springs Avenue, Carson, Washington, 98610-0000","P.O. Box 850, Stevenson, Washington, 98648-0850",Sarah  Marino,marinos@scsd303.org,509.427.5939,45.726487,-121.813218,Skamania,3,14
1244000.067,107346.9334,6473,3405,102417,Skamania Elementary,,6801,112,Educational Service District 112,30002,Skamania School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"122 Butler Loop Road, Skamania, Washington, 98648-6021","122 Butler Loop Road, Skamania, Washington, 98648-6021",Ralph H. Pruitt,rpruitt@skamania.k12.wa.us,509.427.8239,45.617029,-122.049184,Skamania,3,14
1286668.705,135312.7646,6536,2682,102424,Stevenson Elementary,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,K,2,0,2," Public School, Regular School",P,Public School,Elementary School,"100 NW School Street, Stevenson, Washington, 98648-0000","P.O. Box 850, Stevenson, Washington, 98648-0850",Karen  Schreiber,schreiberk@scsd.303.org,509.427.5672,45.695881,-121.884392,Skamania,3,14
1285829.092,137213.8422,6537,3119,102426,Stevenson High School,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"390 NW Gropper Road, Stevenson, Washington, 98648-0000","P.O. Box 850, Stevenson, Washington, 98648-0850",William  Schwan,schwanw@scsd303.org,509.427.5631,45.701053,-121.887808,Skamania,3,14
1346956.03,156791.2613,6864,3406,102421,Mill A Elementary School,,6801,112,Educational Service District 112,30031,Mill A School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"1142 JESSUP ROAD, COOK, Washington, 98605-0000","1142 JESSUP ROAD, COOK, Washington, 98605-0000",Kathy  Whitlock,kwhitlock@millaschool.org,509.538.2522,45.757429,-121.649722,Skamania,3,14
1197233.466,88957.91932,6894,3459,102419,Mount Pleasant School,,6801,112,Educational Service District 112,30029,Mount Pleasant School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"152 Marble Rd., Washougal, Washington, 98671-7913","152 Marble Rd., Washougal, Washington, 98671-7913",Charles Ray Griffin,Ray.Griffin@mtpleasantschool.org,360.835.3371,45.563947,-122.230313,Skamania,3,14
1346956.03,156791.2613,7217,5480,106063,Pacific Crest Innovation Academy,,6801,112,Educational Service District 112,30031,Mill A School District,9,12,9,12," Affiliated With District, Public School",P,Public School,High School,"1142 Jessup rd, cook, Washington, 98605","1142 Jessup rd, cook, Washington, 98605",Bob  Rogers,info@pacificcrestia.org,509-538-2700,45.757429,-121.649722,Skamania,3,14
1285825.519,137216.0016,7511,5581,106230,Open Doors for SHS,,6801,112,Educational Service District 112,30303,Stevenson-Carson School District,9,13,9,13," Public School, Re-Engagement School",R,Reengagement School,High School,"390 NW Gropper Road, Stevenson, Washington, 98648","PO Box 850, Stevenson, Washington, 98648",  ,,,45.70105875,-121.8878221,Skamania,3,14
1002985.546,543316.3889,5642,3801,102995,Grand Mound Elementary,,34801,113,Capital Region ESD 113,34401,Rochester School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"7710 James Rd SW, Rochester, Washington, 98579-9355","7710 James Rd SW, Rochester, Washington, 98579-9355",Kelley  Bremgartner,kbremgartner@rochester.wednet.edu,360.273.5512,46.79503,-123.045498,Thurston,3,20
1143322.366,559645.7571,5867,5018,104033,Lackamas Elementary,,34801,113,Capital Region ESD 113,34002,Yelm School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"16240 Bald Hill Rd, Yelm, Washington, 98597","PO Box 476, Yelm, Washington, 98597",SHAUNA  PEREZ,SHAUNA_PEREZ@YCS.WEDNET.EDU,360.894.6003,46.850842,-122.486997,Thurston,3,2
1003548.146,544762.137,6369,4326,102996,Rochester High School,,34801,113,Capital Region ESD 113,34401,Rochester School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"19800 Carper Rd SW, Rochester, Washington, 98579-8601","19800 Carper Rd SW, Rochester, Washington, 98579-8601",MICHAEL  SMITH,msmith@rochester.wednet.edu,360.273.5534,46.799042,-123.043439,Thurston,3,20
991768.0059,553040.7556,6370,3067,102994,Rochester Middle School,,34801,113,Capital Region ESD 113,34401,Rochester School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"9937 Highway 12 SW, Rochester, Washington, 98579-0398","9937 Highway 12 SW, Rochester, Washington, 98579-0398",William  Maus,wmaus@rochester.wednet.edu,360.273.5958,46.820679,-123.091537,Thurston,3,20
1003795.985,543309.5808,6371,2527,102993,Rochester Primary School,,34801,113,Capital Region ESD 113,34401,Rochester School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"7440 James Rd, Rochester, Washington, 98579-9356","7440 James Rd, Rochester, Washington, 98579-9356",Amy  Roney,aroney@rochester.wednet.edu,360.273.5161,46.795083,-123.042263,Thurston,3,20
911259.6656,330024.2538,5808,2893,103003,Julius A Wendt Elementary/John C Thomas Middle School,,6801,112,Educational Service District 112,35200,Wahkiakum School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"265 SOUTH THIRD ST, CATHLAMET, Washington, 98612-0000","PO Box 398, CATHLAMET, Washington, 98612-0398",Nikkole  Reese,nreese@wahksd.k12.wa.us,360.795.3261,46.201837,-123.380393,Wahkiakum,3,19
911994.674,329451.9508,7095,3467,103004,Wahkiakum High School,,6801,112,Educational Service District 112,35200,Wahkiakum School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"500 SOUTH 3RD STREET, CATHLAMET, Washington, 98612-0000","PO Box 398, CATHLAMET, Washington, 98612-0398",Stephanie  Leitz,sleitz@wahksd.k12.wa.us,360.795.3271,46.20034218,-123.3774096,Wahkiakum,3,19
2189270.119,525205.7053,5106,3075,100326,Washtucna Elementary/High School,,32801,101,Educational Service District 101,1109,Washtucna School District,PK,12,-1,12," Public School, Regular School",P,Public School,PK-12,"730 East Booth Avenue, Washtucna, Washington, 99371-0688","730 East Booth Avenue, Washtucna, Washington, 99371-0688",Vance  Wing,vwing@tucna.wednet.edu,509.646.3211,46.752682,-118.310063,Adams,4,9
1974784.644,549096.3183,5714,2961,100332,Hiawatha Elementary School,,11801,123,Educational Service District 123,1147,Othello School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"506 N 7th Ave, Othello, Washington, 99344-1463","506 N 7th Ave, Othello, Washington, 99344-1463",William  Scheffler-Von Bracht,wivonbracht@othelloschools.org,509.488.3389,46.83132,-119.16404,Adams,4,9
2240178.723,584352.4407,5958,3142,100329,Benge Elementary,,32801,101,Educational Service District 101,1122,Benge School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"2978 E BENGE WINONA RD, BENGE, Washington, 99105-0697","2978 E. Benge-Winona Rd., Benge, Washington, 99105-0697",  ,,,46.910734,-118.099876,Adams,4,9
2170541.525,660955.1306,6355,2719,100341,Ritzville Grade School,,32801,101,Educational Service District 101,1160,Ritzville School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"401 E 6th Ave., Ritzville, Washington, 99169-1674","401 E 6th Ave., Ritzville, Washington, 99169-1674",Tom  Arlt,tarlt@lrschools.org,509.659.0232,47.126165,-118.370132,Adams,4,9
2170968.338,660955.3524,6356,2132,100340,Ritzville High School,,32801,101,Educational Service District 101,1160,Ritzville School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"209 E Wellsandt Avenue, Ritzville, Washington, 99169-1674","209 E Wellsandt Avenue, Ritzville, Washington, 99169-1674",Ronanda   Liberty,rliberty@lrschools.org,509.659.1720,47.126134,-118.368418,Adams,4,9
1977473.348,544833.6536,6422,3730,100335,Scootney Springs Elementary,,11801,123,Educational Service District 123,1147,Othello School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"695 S 14th Ave, Othello, Washington, 99344-1463","695 S 14th Ave, Othello, Washington, 99344-1463",Jennifer  Garza,jennifergarza@othello.wednet.edu,509.488.9625,46.819508,-119.15359,Adams,4,9
2110202.22,603665.8827,6730,3421,100338,Lind Elementary School,,32801,101,Educational Service District 101,1158,Lind School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"206 W 3RD ST, Lind, Washington, 99341-0340","PO BOX 340, Lind, Washington, 99341-0340",Darrell  Lembcke,dlembcke@lrschools.org,509.347.6733,46.973344,-118.61795,Adams,4,9
2170968.338,660955.3524,6731,2903,100337,Lind-Ritzville High School,,32801,101,Educational Service District 101,1158,Lind School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"209 E Wellsandt Rd, Ritzville, Washington, 99169","209 E Wellsandt Rd, Ritzville, Washington, 99169",Kevin  Terris,kterris@lrschools.org,509.659.1720,47.126134,-118.368418,Adams,4,9
1974865.927,544209.0032,6755,2902,100331,Lutacaga Elementary,,11801,123,Educational Service District 123,1147,Othello School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"795 S 7th Ave, Othello, Washington, 99344-1463","795 S 7th Ave, Othello, Washington, 99344-1463",Aurora  Garza,agarza@othello.wednet.edu,509 488 9669,46.817917,-119.164046,Adams,4,9
1976086.481,544244.3057,6822,3471,100334,McFarland Middle School,,11801,123,Educational Service District 123,1147,Othello School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"790 S 10th Ave, Othello, Washington, 99344-1463","790 S 10th Ave , Othello, Washington, 99344-1463",Dennis  Adams,Dadams@othello.wednet.edu,509 488 3326,46.817957,-119.159169,Adams,4,9
1974309.924,546171.4074,7033,3015,100333,Othello High School,,11801,123,Educational Service District 123,1147,Othello School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"340 S 7th Ave, Othello, Washington, 99344-1463","340 S 7th Ave, Othello, Washington, 99344-1463",Alejandro  Vergara,avergara@othelloschools.org,509.488.3351 ext. 2010,46.823323,-119.166134,Adams,4,9
1975161.137,544752.6442,7158,5367,105795,Desert Oasis High School,,11801,123,Educational Service District 123,1147,Othello School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"825 E. Ash St., Othello, Washington, 99344","825 E. Ash St., Othello, Washington, 99344",Russell  Kovalenko,rkovalenko@othello.wednet.edu,509-488-4534,46.81939375,-119.1628302,Adams,4,9
2110290.608,604328.3659,7174,5293,105541,Lind-Ritzville Middle School,,32801,101,Educational Service District 101,1158,Lind School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"N 507 E St, Lind, Washington, 99341","PO Box 340, Lind, Washington, 99341",Darrell  Lembcke,dlembcke@lrschools.org,509.347.6733,46.97515417,-118.6175327,Adams,4,9
1977765.295,543694.1316,7288,5285,105529,Wahitis Elementary School,,11801,123,Educational Service District 123,1147,Othello School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"905 South 14th Avenue, Othello, Washington, 99344","905 South 14th Avenue, Othello, Washington, 99344",Pete  Perez,pperez@othello.wednet.edu,509.488.2659,46.81637018,-119.1525018,Adams,4,9
1976981.183,544750.5514,7363,5528,106159,Early Childhood Center,,11801,123,Educational Service District 123,1147,Othello School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1335 S. Ash St., Othello, Washington, 99344","1335 S. Ash St., Othello, Washington, 99344",Jennifer  Garza,jennifergarza@othelloschools.org,509.488.4544,46.81930318,-119.1555613,Adams,4,9
2110290.608,604328.3659,7455,5303,105556,Lind Ritzville Middle School,,32801,101,Educational Service District 101,1160,Ritzville School District,6,8,6,8," Affiliated With District, Public School",P,Public School,Middle School,"507 North E Stree, Lind, Washington, 99341","PO Box 340, LInd, Washington, 99341",  ,,,46.97515417,-118.6175327,Adams,4,9
1972175.837,547808.3395,7550,5634,106416,Open Door Re-Engagement,,11801,123,Educational Service District 123,1147,Othello School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"165 N.1st Ave, Othello, Washington, 99344","165 N.1st Ave, Othello, Washington, 99344",Josh  Tovar,joshtovar@othelloschools.org,509-488-4534,46.82790951,-119.174548,Adams,4,9
1990165.92,314942.9864,5095,3144,100365,Washington Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"105 WEST 21ST AVENUE, KENNEWICK, Washington, 99337-4999","105 WEST 21ST AVENUE, KENNEWICK, Washington, 99337-4999",Kim  Limbeck,kim.limbeck@ksd.org,509.222.6668,46.188597,-119.118975,Benton,4,8
1981026.399,321338.9116,5126,2825,100362,Westgate Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2514 WEST 4TH AVENUE, KENNEWICK, Washington, 99336-3180","2514 WEST 4TH AVENUE, KENNEWICK, Washington, 99336-3180",Dale  Kern,dale.kern@ksd.org,509.222.6304,46.206567,-119.154626,Benton,4,8
1936811.568,335860.1798,5133,5092,104353,White Bluffs Elementary School,,11801,123,Educational Service District 123,3400,Richland School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1250 Kensington, Richland, Washington, 99352","1250 Kensington, Richland, Washington, 99352",Brian  Ploghoft,Brian.Ploghoft@rsd.edu,509.967.6575,46.24831789,-119.3283925,Benton,4,8
1840674.904,329890.1376,5144,2905,100400,Whitstran Elementary,,11801,123,Educational Service District 123,3116,Prosser School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"102101 W. Foisy, Prosser, Washington, 99350-5666","102101 W. Foisy Road, Prosser, Washington, 99350-5666",Kevin   Gilman,kevin.gillman@prosserschools.org,509.778.4434,46.235228,-119.708617,Benton,4,16
1929816.163,345323.2147,5158,4543,100423,William Wiley Elementary School,,11801,123,Educational Service District 123,3400,Richland School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2820 S Highlands Blvd, West Richland, Washington, 99353-0000","2820 S Highlands Blvd, West Richland, Washington, 99353-0000",Paul  Chartrand,Paul.Chartrand@rsd.edu,509.967.6375,46.274547,-119.355498,Benton,4,8
1980725.063,321698.6582,5313,2000,100359,Keewaydin Discovery Center,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,PK,-1,-1," Public School, Regular School",P,Public School,PK Only,"125 S Conway Pl, KENNEWICK, Washington, 99336-5633","125 S Conway Pl, KENNEWICK, Washington, 99336-5633",Kate  Armitage,kate.armitage@ksd.org,509.222.6483,46.20756747,-119.1557918,Benton,4,8
